type,audio_path,midi_path
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-liz_et1_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-liz_et1_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-liz_et2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-liz_et2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-liz_et_trans4_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-liz_et_trans4_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-mond_1_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-mond_1_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-mond_2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-mond_2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-schumm-2_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-schumm-2_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-scn15_7_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-scn15_7_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-scn16_5_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-scn16_5_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-scn16_7_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-scn16_7_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-ty_oktober_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-ty_oktober_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-ty_september_SptkBGAm.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGAm/MUS/MAPS_MUS-ty_september_SptkBGAm.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-alb_esp2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-alb_esp2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-alb_esp5_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-alb_esp5_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-alb_esp6_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-alb_esp6_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-appass_1_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-appass_1_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-bach_847_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-bach_847_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-bk_xmas2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-bk_xmas2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-br_im5_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-br_im5_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-burg_perlen_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-burg_perlen_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn-p2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn-p2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn-p6_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn-p6_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn-p7_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn-p7_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn_op27_2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-chpn_op27_2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-gra_esp_3_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-gra_esp_3_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-grieg_walzer_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-grieg_walzer_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-liz_et4_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-liz_et4_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-mond_2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-mond_2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-muss_3_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-muss_3_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-mz_330_1_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-mz_330_1_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-mz_331_1_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-mz_331_1_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-schub_d960_3_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-schub_d960_3_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-scn15_2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-scn15_2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-scn15_5_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-scn15_5_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-scn16_2_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-scn16_2_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-ty_februar_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-ty_februar_SptkBGCl.mid
labeled,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-waldstein_3_SptkBGCl.wav,/work/kawano/kawano/my_mt3/dataset/MAPS/SptkBGCl/MUS/MAPS_MUS-waldstein_3_SptkBGCl.mid
